id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
2771,39177,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Aneri Women Purple Printed Kurta,39177.jpg
2773,25528,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Wrangler Women Salena Navy Blue Check Shirt,25528.jpg
2774,7953,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Puma Men's Lifestyle Polo Mood Indigo T-shirt,7953.jpg
2775,12198,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Basics Men Solid Purple Tshirts,12198.jpg
2776,19570,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Printed Blue TShirt,19570.jpg
2777,6881,Women,Apparel,Topwear,Tops,Peach,Summer,2011,Casual,Forever New Women Sleeveless Peach Top,6881.jpg
2778,46248,Women,Apparel,Topwear,Tops,Teal,Summer,2012,Casual,Fusion Beats Women Teal Top,46248.jpg
2779,16538,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Basics Men White Slim Fit Checked Shirt,16538.jpg
2788,35588,Men,Footwear,Sandal,Sandals,Black,Fall,2012,Casual,Gliders Men Black Sandals,35588.jpg
2789,27871,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Scullers For Her Striped White Shirt,27871.jpg
2791,58372,Men,Apparel,Topwear,Tshirts,Beige,Summer,2012,Casual,Locomotive Men Beige T-shirt,58372.jpg
2795,39345,Men,Apparel,Topwear,Tshirts,Blue,Fall,2012,Casual,Mr. Men Blue T-shirt,39345.jpg
2796,27429,Women,Apparel,Topwear,Tshirts,Pink,Winter,2015,Casual,Jockey Women Pink T-shirt,27429.jpg
2802,23089,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011,Casual,Arrow Men Beige Trousers,23089.jpg
2803,43950,Women,Footwear,Shoes,Flats,Beige,Winter,2015,Casual,Catwalk Women Beige Shoes,43950.jpg
2808,11977,Men,Footwear,Sandal,Sandals,Olive,Summer,2013,Casual,Fila Men Motor Sports Olive Sandals,11977.jpg
2811,39721,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,Arrow Woman Grey Printed Top,39721.jpg
2814,25970,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Femella Women White Top,25970.jpg
2816,33815,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,Van Heusen Men Classic Pleated Black Trousers,33815.jpg
2820,11379,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,United Colors Of Benetton Women Winter Blue Top,11379.jpg
2822,44947,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men Mid Biz Ind White Shoes,44947.jpg
2829,2845,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Mr.Men Men's Mr.Noisy Blue T-shirt,2845.jpg
2830,28653,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Air Max Quarter Black Sports Shoes,28653.jpg
2831,19928,Men,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2011,Casual,ADIDAS Men Adi Wind Yellow Flip Flops,19928.jpg
2832,22369,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011,Casual,Highlander Men Solid Navy Blue Trouser,22369.jpg
2833,29781,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2013,Casual,Basics Men Steel Charcoal Trousers,29781.jpg
2834,3997,Men,Footwear,Flip Flops,Flip Flops,Grey,Winter,2011,Casual,Spalding Men Grey & Orange Flip Flops,3997.jpg
2836,9657,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Indigo Nation Men Reversible Bling Red Shirts,9657.jpg
2837,23841,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,ADIDAS Men White Snipe Lo Casual Shoes,23841.jpg
2842,47538,Women,Footwear,Shoes,Flats,Maroon,Winter,2012,Casual,Portia Women Maroon Flats,47538.jpg
2843,17248,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Navy Blue  Polo Tshirt,17248.jpg
2846,29547,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Classic Polo Men Printed Yellow T-shirt,29547.jpg
2848,11983,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,FILA Men Dls Circuit 2 Black Sports Shoes,11983.jpg
2849,4148,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Glide White Pink Shoe,4148.jpg
2851,10851,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Wrangler Men Applique Polo Brown T-Shirts,10851.jpg
2853,4974,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011,Casual,Gini and Jony Boy's Kangaroo Yellow Infant Kidswear,4974.jpg
2854,38607,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Nike Men Yellow Just Do It T-shirt,38607.jpg
2855,24258,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Numero Uno Men White Casual Shoes,24258.jpg
2857,53138,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Blue Heels,53138.jpg
2858,45861,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Vishudh Women Maroon Kurta,45861.jpg
2862,9465,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,John Miller Men White Self Structure Shirts,9465.jpg
2863,17846,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Nike Men Supergame Black Sports Shoe,17846.jpg
2868,16994,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Rocia Women Casual Black Heels,16994.jpg
2869,3963,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Jealous 21 Women Black V Neck Party Top,3963.jpg
2874,20892,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Basics Men Black Casual Shoes,20892.jpg
2877,39183,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Aneri Women Multi Coloured Kurta,39183.jpg
2879,26359,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Arrow Women Black Top,26359.jpg
2880,19584,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,United Colors of Benetton Men Stripes Grey Tshirt,19584.jpg
2881,9001,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Puma Men El rey Riddim 50s OC Grey Casual Shoes,9001.jpg
2885,12950,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Basics Men White Slim Fit Checked Shirt,12950.jpg
2886,13882,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Check Purple Shirts,13882.jpg
2887,6049,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,UCB Men's Polo Neck T-shirt In Solid Heavy Wash Black T-shirt,6049.jpg
2888,3709,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Classic Polo Men's Purple Black Stripe T-shirt,3709.jpg
2891,9233,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,9233.jpg
2893,29123,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men Aquil White Sports Shoes,29123.jpg
2895,26957,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Jealous 21 Women Purple Shirt,26957.jpg
2896,27885,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Scullers For Her Blue Shirt,27885.jpg
2899,1862,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Inkfruit Mens Urban Warfare T-shirt,1862.jpg
2901,10409,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,United Colors of Benetton Men Green Polo Tshirts,10409.jpg
2903,32759,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Indigo Nation Men Striped Purple Shirt,32759.jpg
2905,30693,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Heels,30693.jpg
2906,2046,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Casual,ADIDAS Mens Fitted Blue T-shirt,2046.jpg
2908,13411,Men,Apparel,Topwear,Shirts,Pink,Summer,2011,Casual,United Colors of Benetton Men Stripes Pink Shirts,13411.jpg
2910,50776,Men,Footwear,Sandal,Sandals,Brown,Winter,2013,Casual,Clarks Men Brown Leather Sandals,50776.jpg
2911,34233,Men,Apparel,Topwear,Tshirts,Mustard,Summer,2013,Casual,Proline Men Mustard Yellow T-shirt,34233.jpg
2912,7534,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Nike men's As Nike Spher White Orange T-shirt,7534.jpg
2914,46613,Women,Footwear,Shoes,Heels,Grey,Summer,2012,Casual,Catwalk Women Multi Coloured Sandals,46613.jpg
2916,22356,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,John Players Men Solid White Shirt,22356.jpg
2923,41436,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Casual,Lee Cooper Men Black & White Sports Shoes,41436.jpg
2930,33016,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Mother Earth Women Striped Black & Maroon Kurta,33016.jpg
2931,4183,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011,Casual,Rockport Men Brown Leather Casual Shoes,4183.jpg
2932,11948,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Ganuchi Men Casual Black Casual Shoes,11948.jpg
2934,58729,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Puma Women Blue T-shirt,58729.jpg
2938,33224,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Sepia Women Striped Black Top,33224.jpg
2943,2274,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens AS White T-shirt,2274.jpg
2945,22958,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Reebok Men White Acciomax Sports Shoes,22958.jpg
2946,49469,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012,Casual,Vans Men Maroon Vulcanized Canvas Shoes,49469.jpg
2949,34001,Women,Apparel,Topwear,Tops,Brown,Summer,2012,Casual,Femella Women Brown Top,34001.jpg
2951,17283,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Brown Polo Tshirt,17283.jpg
2952,16351,Men,Apparel,Topwear,Shirts,Cream,Fall,2011,Formal,Peter England Men Stripes Cream Shirt,16351.jpg
2953,22164,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Timberland Men Brown Casual Shoes,22164.jpg
2954,7706,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Jealous 21 Women's She's Got Attitude Black Top,7706.jpg
2955,14062,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Flying Machine Men Stripes Grey Polo Tshirts,14062.jpg
2956,20257,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Wrangler Men Wing Blue Tshirt,20257.jpg
2957,5435,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Sports,Nike Men's Encourage The Rookies Grey T-shirt,5435.jpg
2958,44712,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2010,Casual,Lotto Men Black Campione Flip Flop,44712.jpg
2962,57305,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Heels,57305.jpg
2963,11510,Women,Footwear,Shoes,Heels,Beige,Winter,2015,Casual,Catwalk Women Lifestyle Beige Flats,11510.jpg
2968,13247,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Palm Tree Kids Boy Washed Blue Jeans,13247.jpg
2969,54580,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Sushilas Women Printed Red Kurta,54580.jpg
2970,28806,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Denizen Men Check Black Shirt,28806.jpg
2971,43537,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,French Connection Women Green Top,43537.jpg
2972,2610,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Carlton London Women Stylish Black Flats,2610.jpg
2973,16735,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,Lotto Men Emeriti Black Slipper,16735.jpg
2974,49831,Women,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012,Casual,iPanema Women Blue Flip Flops,49831.jpg
2975,22500,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015,Casual,Catwalk Women Blue Casual Shoes,22500.jpg
2976,7362,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,UCB Women's Graphic Print Sequins Blue Top,7362.jpg
2978,47197,Men,Footwear,Sandal,Sandals,Black,Summer,2010,Casual,Franco Leone Men Black Sandals,47197.jpg
2980,31325,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Aurelia Women Printed Purple Kurta,31325.jpg
2983,13075,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Numero Uno Men Black Shoes,13075.jpg
2984,7150,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Scullers For Her Women's Wow Knit Black Purple Top,7150.jpg
2985,35785,Women,Footwear,Shoes,Flats,Orange,Summer,2012,Casual,Enroute Women Coral Shoes,35785.jpg
2987,16507,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Washed Blue Jeans,16507.jpg
2989,22732,Men,Footwear,Shoes,Sports Shoes,Olive,Fall,2011,Sports,Nike Men Air Max Conquer ACG Olive Sports Boot,22732.jpg
2992,6082,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,UCB Men's Polo Neck Blue T-shirt,6082.jpg
2993,13849,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Indigo Nation Men Check White Shirts,13849.jpg
2994,44520,Men,Footwear,Sandal,Sandals,Khaki,Summer,2012,Casual,Coolers Men Khaki Sandals,44520.jpg
2998,15382,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2011,Casual,Fila Men Terra Navy Blue Slippers,15382.jpg
3000,57137,Women,Apparel,Bottomwear,Trousers,Khaki,Summer,2012,Casual,Elle Women Khaki Trousers,57137.jpg
3005,59891,Women,Apparel,Topwear,Shirts,Multi,Fall,2012,Casual,Femella Women Multi Coloured Shirt,59891.jpg
3006,11722,Men,Apparel,Topwear,Shirts,Red,Summer,2011,Casual,Lee Men Check Red Shirts,11722.jpg
3007,14096,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Flying Machine Men Stripes Blue Tshirts,14096.jpg
3010,4513,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Lotto Unisex Brooklyn Black Shoe,4513.jpg
3012,15144,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Arrow Sport Men Self-Stripes White Shirts,15144.jpg
3013,10436,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Flying Machine Men Pink Polo Tshirts,10436.jpg
3014,24603,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Vishudh Women White Printed Kurta,24603.jpg
3016,32766,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal,John Miller Men Striped White Shirt,32766.jpg
3020,12361,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Reid & Taylor Men Solid Blue Shirts,12361.jpg
3022,26154,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,John Miller Men Black Trousers,26154.jpg
3023,27086,Women,Footwear,Shoes,Flats,Black,Winter,2015,Casual,Catwalk Women Black Casual Flats,27086.jpg
3024,54574,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Sushilas Women Printed Green Kurti,54574.jpg
3028,26968,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Jealous 21 Women Check Purple Top,26968.jpg
3030,6244,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Lee Women's Rihana Black T-shirt,6244.jpg
3033,12153,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Aurelia Women Solid Green Kurtas,12153.jpg
3034,26366,Women,Apparel,Topwear,Shirts,Pink,Summer,2012,Formal,Arrow Woman Pink Shirt,26366.jpg
3035,3504,Men,Footwear,Sandal,Sandals,Brown,Fall,2010,Casual,ADIDAS Men Spry Wine Black Sandal,3504.jpg
3039,13081,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,13081.jpg
3043,9802,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011,Casual,Scullers For Her Women Scullers Top Navy Blue Tops,9802.jpg
3046,6076,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,UCB Men's Polo Neck Striper White Yellow T-shirt,6076.jpg
3050,21143,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,s.Oliver Women Solid Purple Top,21143.jpg
3051,15376,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,FILA Men Fila Boston White Sports Shoes,15376.jpg
3052,39980,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,Gas Men Flint Brown Shoes,39980.jpg
3053,59059,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Global Desi Women Green Kurta,59059.jpg
3054,45406,Women,Footwear,Shoes,Flats,Black,Summer,2012,Casual,Rocia Women Black Sandals,45406.jpg
3059,32554,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Playboy Men Black Shoes,32554.jpg
3065,26702,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Women White Court Shuttle Shoes,26702.jpg
3066,8588,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Scul Blue Shirts,8588.jpg
3067,3160,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Nike Men's Dual Fusion White Shoe,3160.jpg
3068,42247,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Sepia Women Green Top,42247.jpg
3070,28698,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,W Women Printed Brown Kurta,28698.jpg
3073,6412,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011,Casual,Lotto Unisex Canvas Blue Shoe,6412.jpg
3076,16197,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Puma Men Rugby Green TShirt,16197.jpg
3078,36590,Men,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Provogue Men Eternity Red Shirt,36590.jpg
3079,4345,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Fila Men's Mythos White Navy Shoe,4345.jpg
3084,10260,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Formal,John Miller Men Line Grey Trousers,10260.jpg
3085,24055,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Locomotive Men Grey Striped T-shirt,24055.jpg
3086,1637,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Nike Men White Cricket Shoes,1637.jpg
3089,21715,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015,Casual,Catwalk Women Blue Casual Shoes,21715.jpg
3090,15520,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Rockport Men CV Wing Black Casual Shoes,15520.jpg
3094,38638,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Printed Black T-shirt,38638.jpg
3097,5899,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Puma Men's Mid Spill Black Shoe,5899.jpg
3098,24267,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Quiksilver Men Blue Check Shirt,24267.jpg
3099,54110,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Flats,54110.jpg
3100,2280,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports,Nike Womens Sphere Pink T-shirt,2280.jpg
3101,3352,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Myntra Men's I Am Not Lazy Yellow T-shirt,3352.jpg
3102,31587,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Mark Taylor Men Printed Black T-shirt,31587.jpg
3104,12705,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men Air Courtballistic White Sports Shoes,12705.jpg
3107,6620,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Ridley White Silver Shoe,6620.jpg
3108,23042,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011,Formal,Arrow Men Navy Blue Trousers,23042.jpg
3109,17277,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,U.S. Polo Assn. Men Printed Navy Blue Tshirt,17277.jpg
3110,51462,Women,Apparel,Topwear,Tops,Brown,Summer,2012,Casual,Tonga Women Brown Top,51462.jpg
3112,22190,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Timberland Men Light Brown Casual Shoes,22190.jpg
3116,42429,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Aurelia  Women Orange Kurta,42429.jpg
3119,26950,Women,Apparel,Topwear,Tshirts,Maroon,Summer,2012,Casual,Jealous 21 Women Printed Maroon T-shirt,26950.jpg
3120,46089,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Women White Galaxy Arriba Sports Shoes,46089.jpg
3121,29124,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012,Sports,Puma Men Aquil Black Sports Shoes,29124.jpg
3122,30835,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Fabindia Women Fushsia Pink Kurta,30835.jpg
3123,27882,Women,Apparel,Topwear,Shirts,Olive,Summer,2012,Casual,Scullers For Her Olive Shirt,27882.jpg
3124,1865,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Inkfruit Men Operation Kick,1865.jpg
3125,58381,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Locomotive Men Grey T-shirt,58381.jpg
3130,40970,Men,Footwear,Shoes,Casual Shoes,Red,Winter,2012,Casual,Buckaroo Men Red Casual Shoes,40970.jpg
3133,59061,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Global Desi Women Green & Purple Kurta,59061.jpg
3135,20895,Men,Footwear,Shoes,Casual Shoes,Orange,Fall,2011,Casual,Basics Men Orange Casual Shoes,20895.jpg
3136,24409,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Women White & Grey Vanquish Sports Shoes,24409.jpg
3139,39184,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Aneri Women Multi Coloured Kurta,39184.jpg
3140,19583,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,United Colors of Benetton Men Stripes Black Tshirt,19583.jpg
3144,12957,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,ADIDAS Men Grey Sports Shoes,12957.jpg
3146,13885,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Check Black Shirts,13885.jpg
3149,59405,Women,Apparel,Topwear,Tops,Green,Fall,2012,Casual,Tokyo Talkies Women Green Top,59405.jpg
3150,44188,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012,Casual,iPanema Women Black Flip Flops,44188.jpg
3151,45866,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Numero Uno Men Black Shoes,45866.jpg
3154,10258,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011,Formal,John Miller Men Line Navy Blue Trousers,10258.jpg
3157,9462,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,John Miller Men White Check Shirt,9462.jpg
3158,17841,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Women City Court White Sports Shoe,17841.jpg
3163,3964,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,Jealous 21 Women Blue V Neck Party Top,3964.jpg
3165,29772,Men,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Wrangler Men Red Striped Casual Shirt,29772.jpg
3167,23846,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men White Galaxy Elite Sports Shoes,23846.jpg
3168,9650,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Club Satin Purple Shirt,9650.jpg
3169,54128,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Rocia Women Silver Heels,54128.jpg
3172,26508,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2013,Casual,Arrow Sport Men Brown Trousers,26508.jpg
3173,8782,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Bling PC Purple Shirts,8782.jpg
3175,28492,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Urban Yoga Men Blue Shirt,28492.jpg
3177,54914,Women,Apparel,Topwear,Tshirts,Cream,Summer,2012,Casual,Do u speak green Women Printed Cream T-shirt,54914.jpg
3178,6618,Men,Apparel,Topwear,Shirts,Purple,Summer,2011,Casual,Spykar Men Purple and white Check Shirt,6618.jpg
3180,15518,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Rockport Men Slatkin Grey Casual Shoes,15518.jpg
3183,10856,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Wrangler Men Black Polo Tshirts,10856.jpg
3184,4973,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011,Casual,Gini and Jony Boy's Kangaroo Yellow Kidswear,4973.jpg
3185,38600,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Nike Men Yellow Cave T-shirt,38600.jpg
3187,4389,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Free Authority Men's Music Space Black T-shirt,4389.jpg
3193,24099,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Red Tape Men Black Sandals,24099.jpg
